e1,d6,r1,r2,r3,r5,r7,r9,r10,r13,r15,r19,r20,r21,r22,r24,r25,r26,r27,f1,f3,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,r12,r14,r16,r18,f4,f18,f19,f20,f21,f22,f23,f24,r17,f2,d1_1,d1_2,d2_transformed,d3_1,d3_2,d3_3,d3_4,d3_5,d4_1,d4_2,d5_poly_1,d5_poly_2,d5_poly_3,d5_poly_4,r6_poly_1,r6_poly_2,r6_poly_3,r11_poly_1,r11_poly_2,r11_poly_3,r11_poly_4,r4,r28_1,r28_2,r28_3,f25,f26,r23
-0.45127373950342,1.9737839260395136,-0.7986511974188816,-0.5604586686714849,2.930706724297687,2.2973112169734677,3.0036868848284164,0.9465456653144366,0.9251125247958024,0.6384380370476166,0.1715339045825925,0.2310520606092569,-0.4169149366028749,-0.4662112081971509,-0.8257604887082909,0.3039205694119379,-0.2502352606325097,-0.4254406256990798,0.378776470422829,-0.7239217611214648,-0.4442744203688162,1.113358371252489,-0.1890891690043856,1.1322912942690482,0.8825991366437094,0.9917334255872476,-0.497313475081803,-0.3890061562013819,0.6669287379159315,-0.6334284835486361,-1.0831134756819645,-0.3550921899367312,-0.3253113518221773,-0.2464511915094513,0.5353865735719853,0.1581729580416765,0.5561279620757118,0.6897715957636594,0.6946216111041987,0.6138039307999261,-0.3485658775954414,0.439170762720386,0.1545460565787846,-0.2412430671634131,0.1375015484037069,0.5779906598715485,0.8430508658915002,-0.4479254056256491,0,1,1,1,0,0,0,0,0,1,-2.888273749001182e-17,-0.5345224838248488,5.325711757517155e-16,0.7171371656006362,-0.6708203932499368,0.5,-0.223606797749979,-0.6324555320336759,0.5345224838248488,-0.3162277660168377,0.1195228609334393,1,1,0,0,1.0,1.0,1.0
-0.45127373950342,0.591457566851468,0.1454497213842333,0.1433271727643127,0.9564025882677576,0.8780429399167322,-0.9004745534118193,-0.5586516732924849,-0.6659022521477032,-3.123313052610537,-1.0532181741371185,0.2310520606092569,1.135582991656083,1.570245112271386,1.372128330861145,-0.3539562729126834,2.3133259705955034,1.8018661794313968,1.4477345727228286,0.5846355488550569,1.922978834432189,0.6868895530795935,2.304086540831217,1.5786874191414526,1.287596426851684,1.4048592516486798,1.193552340196327,0.8509509666905227,0.6669287379159315,0.8349739101322932,0.9182918598173174,-0.3550921899367312,-0.3253113518221773,0.7819500767645573,-1.0716734608887657,-0.6121919262813587,-0.5674683364371185,-1.4241759066518491,0.6946216111041987,-0.1961469656710976,0.1731649441796314,0.219585381360193,-0.0368541341451177,0.0369303814269981,0.6330751152838499,0.5779906598715485,-1.571947401897993,0.4290958817028247,0,1,0,0,0,0,1,0,0,1,-2.888273749001182e-17,-0.5345224838248488,5.325711757517155e-16,0.7171371656006362,-0.6708203932499368,0.5,-0.223606797749979,-0.3162277660168378,-0.2672612419124246,0.6324555320336759,-0.478091443733758,0,0,0,1,1.0,1.0,0.0
0.4275224900558714,0.591457566851468,-0.7986511974188816,-0.5604586686714849,0.9564025882677576,0.0264819736826911,1.1174066393865048,-0.5586516732924849,0.9251125247958024,0.6384380370476166,-0.440842134777263,-0.3981204736651819,-0.4169149366028749,-0.9753252883142852,1.921600535753504,0.3039205694119379,-0.2502352606325097,1.2450394781487777,-0.6901816318771705,0.5846355488550569,0.976077532511787,-0.1660480832661976,0.8081811149298551,-0.2068970803481648,0.8825991366437094,0.9917334255872476,0.7708358863767945,0.0243128847625862,1.0664145758957764,-0.1439610189883263,-0.2825513414822516,-1.4594614779050972,-0.3253113518221773,0.7819500767645573,-0.4288494471044647,-0.3040459725521443,-0.0859270656459062,-0.1029587176421562,1.15512284632091,0.2898235722115167,-0.3485658775954414,-0.219585381360193,-0.802454897040728,1.4277976243790549,0.1375015484037069,-0.0734463269450031,-0.7669479793014954,-0.3852810279593295,0,1,0,1,0,0,0,0,0,0,0.3162277660168378,-0.2672612419124245,-0.6324555320336763,-0.4780914437337568,-0.6708203932499368,0.5,-0.223606797749979,-0.6324555320336759,0.5345224838248488,-0.3162277660168377,0.1195228609334393,1,1,0,0,1.0,1.0,0.0
0.4275224900558714,-0.7908687923365776,2.033651558990463,-0.3845122083125355,-0.5128470013359109,-0.82507899255135,-0.2863367990818945,0.9465456653144366,0.9251125247958024,0.6384380370476166,0.783909943942448,0.860224594883696,-0.9344142460225272,-0.4662112081971509,-0.8257604887082909,0.9617974117365592,-0.2502352606325097,-0.4254406256990798,0.9132555215728289,-0.7239217611214648,-0.4442744203688162,0.260420734906698,-0.1890891690043856,-0.6532932052205692,-0.7373900241881892,0.5786075995258153,1.193552340196327,1.2642700076544908,1.0664145758957764,-1.1228959481089458,-1.0831134756819645,0.7492770980316348,-6.832141690000964e-17,4.519724502616022e-16,0.6960925770180597,0.7744648655001045,1.1179261113321275,1.0861367524665673,-0.2263808593292235,0.7757941100941302,-1.3920275211455873,0.878341525440772,0.7287466287504921,-1.3539368615250589,0.8808618987239212,0.9037091532798244,0.8430508658915002,-1.7008129589520404,0,1,1,1,0,0,0,0,0,1,0.3162277660168378,-0.2672612419124245,-0.6324555320336763,-0.4780914437337568,0.6708203932499369,0.4999999999999999,0.223606797749979,-0.6324555320336759,0.5345224838248488,-0.3162277660168377,0.1195228609334393,1,1,0,0,0.0,1.0,1.0
-1.3869452800122076e-16,1.9737839260395136,0.1454497213842333,-0.3845122083125355,1.415543085018904,1.161896595328079,1.5560764639078797,0.9465456653144366,0.9251125247958024,0.6384380370476166,0.783909943942448,0.860224594883696,-0.9344142460225272,-0.9753252883142852,0.2731839210764269,0.3039205694119379,-0.8911255684395131,1.8018661794313968,-1.2246606830271702,0.5846355488550569,-0.9177250713290172,-0.1660480832661976,-0.1890891690043856,1.1322912942690482,-0.7373900241881892,-1.0738957047199134,-0.9200299289013356,-0.8023251971653501,-0.9310146140034478,0.3455064455719834,0.9182918598173174,0.7492770980316348,0.7853476069242461,0.7819500767645573,0.8567985804641352,0.6203918886354973,0.9574123544017226,0.6897715957636594,-1.3776339473710015,1.423754827270949,-1.3920275211455873,1.0979269068009652,1.3029472009221996,-1.3539368615250589,0.8808618987239212,0.5779906598715485,0.8430508658915002,1.5566946796965768,1,0,0,1,0,0,0,0,0,1,-0.3162277660168378,-0.2672612419124246,0.6324555320336759,-0.478091443733758,-0.6708203932499368,0.5,-0.223606797749979,-0.6324555320336759,0.5345224838248488,-0.3162277660168377,0.1195228609334393,1,1,0,0,0.0,0.0,1.0
-1.3869452800122076e-16,1.2826207464454908,1.089550640187348,-0.3845122083125355,0.4054339921663819,0.5941892845053852,0.1084660429873428,0.9465456653144366,0.9251125247958024,0.6384380370476166,0.783909943942448,0.2310520606092569,0.1005843728167776,1.0611310321542518,-0.8257604887082909,-0.3539562729126834,-0.2502352606325097,-0.4254406256990798,-0.6901816318771705,0.5846355488550569,-0.4442744203688162,0.260420734906698,-0.1890891690043856,-0.6532932052205692,-0.7373900241881892,-0.6607698786584811,-0.9200299289013356,-0.8023251971653501,-0.9310146140034478,0.8349739101322932,0.5180107927174611,-1.4594614779050972,-1.4359703105686008,-1.27485245978346,0.6960925770180597,0.1581729580416765,0.074586691284498,0.5576498768626899,0.2341203758874876,-0.5201273242595067,0.9557611768422408,-0.439170762720386,-0.9938550877646304,1.9841445215598776,-1.10143236879665,-0.3991648203532789,0.742425938066938,0.4917402593691443,0,1,0,1,0,0,0,0,0,1,0.3162277660168378,-0.2672612419124245,-0.6324555320336763,-0.4780914437337568,-0.6708203932499368,0.5,-0.223606797749979,-0.6324555320336759,0.5345224838248488,-0.3162277660168377,0.1195228609334393,1,1,0,0,0.0,0.0,1.0
-1.3869452800122076e-16,0.9370391566484796,0.1454497213842333,-0.3845122083125355,0.3595199424912673,0.5941892845053852,0.5471358675087176,0.1939469960109758,0.9251125247958024,0.6384380370476166,0.1715339045825925,-0.3981204736651819,0.1005843728167776,-0.4662112081971509,0.8226561259687859,0.9617974117365592,-0.8911255684395131,-0.4254406256990798,-1.2246606830271702,-0.7239217611214648,-0.4442744203688162,0.260420734906698,-0.1890891690043856,-0.6532932052205692,-0.7373900241881892,0.9917334255872476,0.7708358863767945,0.8509509666905227,1.0664145758957764,-0.1439610189883263,-1.4833945427818207,0.7492770980316348,0.7853476069242461,0.7819500767645573,-0.9109674574426908,-0.1499729956875378,0.1548435697497009,-0.2350804365431257,0.9248722287125544,1.09977446868254,-0.6094312884829779,0.878341525440772,0.7287466287504921,-0.2412430671634131,0.8808618987239212,0.7408499065756865,-0.6663230514769332,-0.9490804269562056,0,1,0,1,0,0,0,0,0,1,-2.888273749001182e-17,-0.5345224838248488,5.325711757517155e-16,0.7171371656006362,-0.6708203932499368,0.5,-0.223606797749979,-0.3162277660168378,-0.2672612419124246,0.6324555320336759,-0.478091443733758,0,1,0,0,0.0,0.0,0.0
-0.45127373950342,1.6282023362425022,0.1454497213842333,-0.2085657479535861,0.8645744889175283,1.161896595328079,1.0296726744822298,0.9465456653144366,0.9251125247958024,0.6384380370476166,0.783909943942448,0.860224594883696,-0.9344142460225272,-0.9753252883142852,-1.3752326936006498,0.9617974117365592,-0.8911255684395131,-0.9822673269816988,-1.2246606830271702,0.5846355488550569,-0.9177250713290172,-1.0189857196119887,-0.687724310971506,-0.6532932052205692,-0.7373900241881892,-1.0738957047199134,-0.9200299289013356,-0.8023251971653501,-1.3305004519832926,0.8349739101322932,0.9182918598173174,0.7492770980316348,0.7853476069242461,0.7819500767645573,1.1782105873562851,0.9285378423647116,1.3586967467277342,1.2182584713675366,-1.147383329762646,0.7757941100941302,-1.1311621102580507,0.219585381360193,1.1115470101982967,-1.3539368615250589,0.8808618987239212,1.2294276466881002,0.8430508658915002,1.5566946796965768,0,1,0,1,0,0,0,0,0,1,0.3162277660168378,-0.2672612419124245,-0.6324555320336763,-0.4780914437337568,-0.6708203932499368,0.5,-0.223606797749979,-0.6324555320336759,0.5345224838248488,-0.3162277660168377,0.1195228609334393,1,1,0,0,1.0,1.0,1.0
0.4275224900558714,-0.0997056127425547,2.033651558990463,-0.0326192875946367,-0.5128470013359109,0.3103356290940381,-0.2863367990818945,0.9465456653144366,0.9251125247958024,0.6384380370476166,0.783909943942448,0.860224594883696,-0.4169149366028749,-0.4662112081971509,0.2731839210764269,-0.3539562729126834,1.031545354981497,-0.4254406256990798,-0.1557025807271707,0.5846355488550569,-0.9177250713290172,-1.0189857196119887,-0.687724310971506,0.2394990445242394,-0.7373900241881892,-0.6607698786584811,-0.497313475081803,-0.8023251971653501,-0.9310146140034478,0.3455064455719834,0.9182918598173174,0.7492770980316348,0.7853476069242461,0.7819500767645573,1.1782105873562851,0.3122459349062837,1.0376692328669257,0.6897715957636594,-0.6868820945459347,-0.0341567863768927,-0.3485658775954414,0.219585381360193,-0.4196545155929229,-0.2412430671634131,-0.1102852350363644,0.2522721664632727,0.8430508658915002,0.8676065253670616,0,1,0,1,0,0,0,0,0,1,-2.888273749001182e-17,-0.5345224838248488,5.325711757517155e-16,0.7171371656006362,0.6708203932499369,0.4999999999999999,0.223606797749979,-0.6324555320336759,0.5345224838248488,-0.3162277660168377,0.1195228609334393,1,0,0,0,1.0,1.0,1.0
0.4275224900558714,0.2458759770544566,-0.7986511974188816,-0.2085657479535861,-0.6505891503612548,0.0264819736826911,-0.4179377464383069,-0.5586516732924849,0.9251125247958024,-0.3019997353669217,-1.0532181741371185,-2.2856380764884987,1.6530823010757352,-0.9753252883142852,1.921600535753504,-2.9854636422111684,-0.8911255684395131,1.8018661794313968,-1.2246606830271702,0.5846355488550569,-0.9177250713290172,-1.4454545377848842,-0.687724310971506,-1.0996893300929735,-1.1423873143961638,-1.0738957047199134,-1.342746382720868,-1.2156442381293184,-1.3305004519832926,0.8349739101322932,0.9182918598173174,0.7492770980316348,0.7853476069242461,0.7819500767645573,-3.3215575091338168,-3.5395784867088924,-3.135688447323591,-2.216906220057665,-1.6078845649793572,1.423754827270949,-1.3920275211455873,1.0979269068009652,1.3029472009221996,-1.3539368615250589,0.8808618987239212,0.7408499065756865,-2.276321896669929,1.5566946796965768,0,1,0,0,0,0,1,0,0,0,-0.3162277660168378,-0.2672612419124246,0.6324555320336759,-0.478091443733758,-0.6708203932499368,0.5,-0.223606797749979,-0.3162277660168378,-0.2672612419124246,0.6324555320336759,-0.478091443733758,0,0,0,1,1.0,1.0,0.0
